index,id,breed,Breed_1,age,status,size,Size_1,fixed,house_trained,special,current,children,dog,Size_2,status1,dogs,dogfood
13514,44491128,1,0,2,1,2,2,0,0,0,0,1,1,1,1,7,9
13515,44491129,0,0,2,2,1,3,1,0,0,0,1,1,1,1,18,4
13516,44487293,1,0,3,1,2,1,1,0,0,1,1,1,1,1,10,17
13517,44487227,1,0,2,1,1,1,1,0,0,1,1,1,1,1,7,6
13518,44484863,1,0,3,1,1,3,0,0,0,1,0,1,1,1,10,23
13519,44483047,1,0,2,1,1,3,1,1,0,1,1,1,1,1,12,12
13520,44479027,1,0,3,1,3,3,1,0,0,0,1,0,0,1,18,2
13521,44478314,1,0,2,1,2,2,1,0,1,1,1,1,1,1,25,10
13522,44476321,0,0,3,2,3,1,1,0,0,1,1,1,1,1,23,35
13523,44476091,1,0,3,1,2,1,1,0,0,1,1,0,1,1,21,13
13524,44474408,1,0,3,2,2,1,1,1,1,1,1,1,0,1,1,8
13525,44474119,1,0,3,1,3,3,1,0,0,0,1,1,1,1,30,23
13526,44471541,0,0,3,2,1,2,0,0,0,0,0,1,1,1,3,32
13527,44470896,1,0,1,1,2,1,1,0,0,1,1,1,1,1,33,33
13528,44470450,1,0,2,1,1,1,1,1,0,1,1,1,1,1,12,11
13529,44469334,1,0,2,1,2,1,1,1,0,1,1,1,1,1,28,29
13530,44468304,1,0,3,2,3,1,1,1,0,1,1,1,0,1,7,16
13531,44467315,0,0,3,2,1,1,1,0,0,1,1,1,1,1,2,1
13532,44462860,0,0,2,2,1,3,1,0,0,1,1,1,1,1,7,22
13533,44459971,1,0,2,2,1,3,1,0,0,1,1,1,1,1,17,13
13534,44452433,1,0,3,1,1,1,1,1,0,1,1,1,1,1,4,28
13535,44452161,1,0,4,2,2,1,1,0,0,1,1,1,1,1,19,5
13536,44451363,1,0,2,2,2,1,1,1,0,1,1,1,0,1,1,14
13537,44449046,1,0,3,1,2,1,1,1,0,1,0,1,0,1,22,25
13538,44447350,0,0,3,2,2,1,1,1,0,1,1,1,1,1,19,34
13539,44446645,1,0,4,2,3,1,1,0,0,1,1,1,1,1,27,30
13540,44444951,0,0,3,1,1,3,1,0,0,1,1,1,1,1,27,28
13541,44444870,0,0,3,1,2,2,1,0,0,0,1,1,1,1,33,33
13542,44442780,1,0,3,2,2,3,1,1,0,1,1,1,1,1,18,37
13543,44437444,1,0,3,1,1,3,1,0,0,1,1,1,1,1,28,7
13544,44437313,1,0,2,2,1,2,0,1,0,1,1,1,1,1,23,8
13545,44436596,1,0,2,1,2,2,1,1,0,1,1,1,1,1,8,12
13546,44436508,0,0,3,1,1,3,0,0,0,0,1,1,1,1,24,11
13547,44436277,1,0,2,2,3,3,1,0,0,1,1,1,1,1,29,2
13548,44436077,1,0,2,2,3,2,1,0,0,1,1,1,1,1,25,37
13549,44354757,0,0,3,2,4,1,1,1,0,1,0,1,1,1,10,22
13550,44436058,1,0,1,1,2,1,1,0,0,1,1,1,1,1,8,18
13551,44435298,1,0,3,2,2,3,0,0,0,1,1,1,1,1,2,33
13552,44434977,0,0,3,2,3,1,1,1,0,1,1,1,1,1,30,18
13553,44431382,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,31
13554,44431052,0,0,2,1,3,3,1,1,0,1,1,0,0,1,10,31
13555,44430214,1,0,4,1,3,2,1,0,0,1,1,1,1,1,28,15
13556,44430220,0,0,3,1,2,3,1,0,0,1,1,1,1,1,16,39
13557,44430233,1,0,2,1,2,3,1,0,0,1,1,1,1,1,19,31
13558,44430231,0,0,4,2,1,2,1,0,0,1,1,1,1,1,24,37
13559,44430263,1,0,4,1,1,3,1,0,0,1,1,1,1,1,15,11
13560,44430227,1,0,3,2,2,3,1,0,0,1,1,1,1,1,28,22
13561,44430246,1,0,3,1,2,2,1,0,0,1,1,1,1,1,20,11
13562,44430221,1,0,3,1,2,3,1,0,0,1,1,1,1,1,15,23
13563,44430217,1,0,3,1,3,2,1,0,0,1,1,1,1,1,24,33
13564,44430266,1,0,4,2,2,3,1,0,0,1,1,1,1,1,7,38
13565,44430245,0,0,3,2,2,2,1,0,0,1,1,1,1,1,2,32
13566,44430213,1,0,3,2,3,3,1,0,0,1,1,1,1,1,19,21
13567,44430057,1,0,1,2,3,1,0,0,0,1,1,1,1,1,16,30
13568,44429365,0,0,3,2,2,1,1,1,0,1,1,1,1,1,10,34
13569,44428964,1,0,3,1,2,3,1,1,0,1,1,1,1,1,15,27
13570,44427809,1,0,3,2,3,1,1,1,0,1,1,1,1,1,20,5
13571,44426994,1,0,2,1,2,3,1,0,0,1,1,1,1,1,32,39
13572,44426998,1,0,2,1,2,3,0,0,0,0,1,1,1,1,11,11
13573,44426379,1,0,2,2,3,1,1,1,0,1,0,0,0,1,7,26
13574,44426340,1,0,3,1,2,1,1,1,0,1,1,0,1,1,23,8
13575,44425694,1,0,2,1,3,1,1,1,0,1,0,1,1,1,25,25
13576,44425456,1,0,2,1,2,1,1,0,0,1,1,1,1,1,31,23
13577,44425370,0,0,3,2,3,1,1,0,0,1,1,1,0,1,5,34
13578,44423798,0,0,3,1,1,3,0,0,0,1,1,1,1,1,15,34
13579,44423790,0,0,3,2,1,2,1,0,0,1,1,1,1,1,12,31
13580,44422805,1,0,2,1,2,1,1,0,0,1,1,1,1,1,12,11
13581,44421566,1,0,2,1,1,2,1,1,0,1,0,1,1,1,24,35
13582,44421207,0,0,3,1,3,1,1,1,0,1,1,1,1,1,26,7
13583,44420306,1,0,3,1,2,2,0,0,0,1,1,1,1,1,17,12
13584,44419874,1,0,2,2,3,3,1,0,0,1,1,1,1,1,15,25
13585,44419350,1,0,3,1,2,2,1,1,0,1,0,1,0,1,19,19
13586,44417415,1,0,2,2,2,3,1,0,0,1,1,1,1,1,10,9
13587,44417180,1,0,3,1,1,1,1,1,0,1,1,1,1,1,12,13
13588,44416179,1,0,2,2,1,1,1,1,0,1,1,1,1,1,24,2
13589,44414975,0,0,2,2,2,3,1,0,0,0,1,1,1,1,19,32
13590,44410433,1,0,3,1,3,2,1,1,0,1,0,0,1,1,4,20
13591,44410075,1,0,3,2,3,2,1,1,0,0,1,1,1,1,16,20
13592,44408921,1,0,1,1,2,2,1,0,0,1,1,1,1,1,4,22
13593,44407512,0,0,2,1,3,3,1,1,0,1,0,0,0,1,32,32
13594,44407502,1,0,3,2,2,1,1,1,0,1,1,1,1,1,27,39
13595,44407150,1,0,2,1,2,1,1,1,0,1,1,1,1,1,4,40
13596,44403673,1,0,3,2,2,1,1,1,0,1,1,1,0,1,33,27
13597,44403568,0,0,2,1,4,3,1,1,0,1,1,0,0,1,6,30
13598,44403036,0,0,2,1,1,1,1,1,0,1,1,1,1,1,30,34
13599,44402787,1,0,3,2,3,1,1,1,0,1,1,1,0,1,31,38
13600,44401182,1,0,3,1,2,1,1,1,0,0,1,1,0,1,5,15
13601,44401208,1,0,3,1,2,3,1,0,0,0,1,1,1,1,21,39
13602,44398740,1,0,2,2,2,1,1,0,0,0,0,0,0,1,31,16
13603,44398618,0,0,3,1,2,1,1,0,0,1,0,1,0,1,13,35
13604,44397546,1,0,2,2,2,2,1,0,0,1,1,1,1,1,19,40
13605,44392885,1,0,3,1,2,1,1,1,1,1,1,0,1,1,28,36
13606,44392827,1,0,2,2,2,1,1,0,0,1,0,1,1,1,7,14
13607,44392650,0,0,3,1,3,3,1,0,0,1,1,1,1,1,16,6
13608,44391932,1,0,3,1,1,3,1,0,0,1,1,1,1,1,1,25
13609,44389438,1,0,3,2,2,2,1,0,0,1,1,1,1,1,11,33
13610,44389427,1,0,4,1,1,3,1,1,0,1,1,1,1,1,31,37
13611,44385861,1,0,3,2,3,2,0,1,0,1,1,1,1,1,2,31
13612,44384101,0,0,3,1,2,3,0,0,0,0,1,1,1,1,32,13
13613,44383039,0,0,3,2,2,1,1,0,1,0,1,0,1,1,20,26
13614,44382979,0,0,3,1,1,3,1,1,1,1,0,0,0,1,13,15
13615,44382951,1,0,3,1,2,2,1,0,0,1,1,1,1,1,18,40
13616,44382045,1,0,2,1,2,1,1,0,0,1,1,1,0,1,5,10
13617,44381616,1,0,3,1,2,2,1,0,0,1,1,1,1,1,13,32
13618,44378403,0,0,3,2,3,1,1,0,0,1,1,1,1,1,3,34
13619,44377368,1,0,3,2,2,2,1,1,0,1,1,1,1,1,22,3
13620,44377344,0,0,2,1,1,1,1,0,0,0,1,1,1,1,18,13
13621,44375002,1,0,3,2,2,1,1,1,0,1,1,1,1,1,33,13
13622,44374698,1,0,3,2,2,1,1,1,0,1,1,1,1,1,5,31
13623,44373525,1,0,1,1,2,1,1,0,0,1,1,1,1,1,17,12
13624,44372006,0,0,2,1,1,2,1,1,0,1,1,1,1,1,22,29
13625,44371891,0,0,3,2,1,2,1,1,0,1,1,1,1,1,22,31
13626,44368582,1,0,4,2,2,2,0,0,0,1,1,1,1,1,19,13
13627,44366019,0,0,4,2,1,1,1,0,0,1,1,1,1,1,5,9
13628,44365464,1,0,2,1,3,1,1,1,0,1,0,0,1,1,8,4
13629,44365456,1,0,4,1,2,3,1,1,0,1,1,1,1,1,18,39
13630,44364588,0,0,3,2,2,1,1,1,0,1,1,0,0,1,13,39
13631,44362530,1,0,2,1,2,1,1,0,0,1,1,1,0,1,27,34
13632,44358688,1,0,3,1,1,1,1,0,0,1,0,0,0,1,6,5
13633,44358666,1,0,3,1,4,2,1,1,0,1,1,1,1,1,19,9
13634,44355852,1,0,3,1,2,3,1,0,0,1,1,1,1,1,15,7
13635,44354938,0,0,3,2,2,1,1,1,0,1,1,1,0,1,6,37
13636,44351053,0,0,3,1,3,1,1,1,0,1,1,1,1,1,20,1
13637,44350566,1,0,3,1,2,1,1,1,0,0,1,1,1,1,6,24
13638,44350500,0,0,2,2,1,1,1,1,0,1,1,1,1,1,5,29
13639,44349112,1,0,2,1,2,3,0,0,0,1,1,1,1,1,22,19
13640,44345954,0,0,3,1,1,1,1,1,1,1,0,1,1,1,26,4
13641,44345079,1,0,1,1,2,2,0,0,0,1,1,1,1,1,22,11
13642,44343969,1,0,2,1,2,1,1,0,0,1,1,1,1,1,5,5
13643,44343676,1,0,1,2,1,2,1,0,0,1,1,1,1,1,12,32
13644,44343677,1,0,2,1,1,2,1,1,0,1,1,1,1,1,19,5
13645,44343167,0,0,4,2,3,2,0,0,0,1,1,1,1,1,21,6
13646,44343166,1,0,4,1,1,3,0,0,1,1,1,1,1,1,29,10
13647,44343158,1,0,3,1,2,3,0,0,0,1,1,1,1,1,12,29
13648,44342430,0,0,3,1,1,1,1,1,0,1,0,1,1,1,28,22
13649,44339310,1,0,2,2,3,1,1,1,0,1,1,1,1,1,28,35
13650,44339406,1,0,2,1,3,2,1,0,0,1,1,1,1,1,12,21
13651,44339223,1,0,2,1,3,2,1,1,0,1,1,1,1,1,5,33
13652,44339214,0,0,2,1,4,3,1,0,0,1,1,1,1,1,3,39
13653,44337169,0,0,4,1,1,1,1,0,0,1,1,1,1,1,12,16
13654,44334142,1,0,4,2,2,1,1,1,0,1,1,1,1,1,4,14
13655,44333752,1,0,2,2,2,1,1,1,0,1,1,1,0,1,32,39
13656,44332218,0,0,1,2,2,2,0,0,0,0,0,0,0,1,25,23
13657,44332219,1,0,1,2,2,3,0,0,0,0,1,0,1,1,31,20
13658,44331515,1,0,3,2,3,2,1,1,0,1,1,1,1,1,12,32
13659,44330538,1,0,3,2,2,3,1,1,0,1,1,1,1,1,11,1
13660,44327990,1,0,3,1,2,1,1,1,0,1,1,0,1,1,19,4
13661,44327544,0,0,2,1,2,3,1,0,0,1,0,1,1,1,18,9
13662,44327516,1,0,3,1,2,1,1,0,0,1,1,1,0,1,13,6
13663,44327386,1,0,2,2,3,1,1,1,0,1,1,1,1,1,1,26
13664,44326175,0,0,2,2,1,1,1,1,0,1,0,0,0,1,32,28
13665,44323055,1,0,4,2,3,1,1,1,0,1,1,1,0,1,16,20
13666,44322972,1,0,3,1,3,1,1,1,0,0,1,1,1,1,22,35
13667,44322650,1,0,3,1,2,1,0,1,0,0,1,0,0,1,23,13
13668,44322640,0,0,2,2,3,1,1,1,1,1,1,1,1,1,28,6
13669,44321474,1,0,3,2,3,2,0,0,0,0,1,1,1,1,3,40
13670,44320768,0,0,3,2,2,2,1,1,0,0,0,1,0,1,25,5
13671,44318673,1,0,4,1,2,2,1,1,0,1,1,0,0,1,11,18
13672,44318558,1,0,4,2,3,1,1,1,0,1,1,1,1,1,13,31
13673,44315707,1,0,3,1,3,1,1,1,0,1,1,1,1,1,18,8
13674,44314880,0,0,3,2,3,1,1,1,0,1,1,1,1,1,15,4
13675,44313287,0,0,3,2,2,1,0,0,0,0,1,1,1,1,24,37
13676,44313326,1,0,2,2,2,3,1,0,0,0,1,0,1,1,6,32
13677,44311519,0,0,3,1,2,1,1,1,0,1,1,1,0,1,8,29
13678,44311536,0,0,3,1,2,1,1,1,0,1,1,1,1,1,24,34
13679,44307995,0,0,3,2,3,1,1,1,0,1,0,1,1,1,28,12
13680,44307499,0,0,4,1,1,3,1,1,1,1,1,0,0,1,19,9
13681,44307754,1,0,3,2,1,2,1,1,0,1,1,1,1,1,19,39
13682,44307370,1,0,2,1,3,1,1,1,0,1,0,0,0,1,16,8
13683,44303286,1,0,2,2,2,3,1,0,0,0,1,1,1,1,25,20
13684,44300315,1,0,2,1,1,1,1,0,0,1,0,0,0,1,12,39
13685,44293077,1,0,3,2,3,1,1,1,0,1,0,0,1,1,24,21
13686,44292781,1,0,4,2,2,3,1,0,0,1,1,1,1,1,24,15
13687,44292736,1,0,2,2,2,1,1,0,0,1,1,1,1,1,4,38
13688,44291871,1,0,2,2,2,3,1,0,0,1,1,1,1,1,22,12
13689,44291165,1,0,4,1,2,2,1,0,0,1,1,1,1,1,15,35
13690,44288957,1,0,2,2,3,1,1,1,0,1,0,1,1,1,13,28
13691,44286717,1,0,2,1,2,3,1,1,0,1,1,0,1,1,15,28
13692,44285221,0,0,2,1,2,1,1,0,0,1,0,1,1,1,24,33
13693,44285114,1,0,2,2,2,1,1,1,0,1,1,0,0,1,11,8
13694,44284396,0,0,4,2,2,1,1,0,0,1,1,1,1,1,22,4
13695,44276504,1,0,3,2,2,1,1,1,0,1,1,1,1,1,19,18
13696,44275306,0,0,2,2,2,1,1,1,0,1,0,1,0,1,17,21
13697,44272408,1,0,3,1,3,2,1,1,0,1,1,1,1,1,15,38
13698,44270008,1,0,3,2,3,1,1,1,0,1,1,1,1,1,28,10
13699,44266685,0,0,1,2,2,2,0,0,0,0,1,1,1,1,23,14
13700,44264737,1,0,3,1,1,1,1,1,0,1,0,1,1,1,28,12
13701,44264300,1,0,2,1,2,1,1,1,0,1,1,0,0,1,15,27
13702,44260705,1,0,3,1,3,3,1,1,0,1,1,1,1,1,14,11
13703,44260396,0,0,2,1,2,2,1,0,0,1,0,1,1,1,29,26
13704,44260391,0,0,2,2,2,2,1,0,0,1,0,1,1,1,24,37
13705,44260361,0,0,2,1,2,2,1,0,0,1,0,1,1,1,8,26
13706,44260267,1,0,3,2,3,1,1,1,0,1,1,1,1,1,9,25
13707,44260173,0,0,4,1,2,1,1,1,0,1,1,0,0,1,8,9
13708,44259746,0,0,3,1,3,1,0,0,0,0,1,1,1,1,21,3
13709,44257013,0,0,3,2,2,1,1,1,0,1,1,1,1,1,24,14
13710,44255472,1,0,3,2,2,2,0,1,0,0,1,1,1,1,32,17
13711,44254020,1,0,3,1,2,2,1,0,0,1,0,1,0,1,7,6
13712,44253445,0,0,3,2,3,1,1,1,0,1,1,1,1,1,20,1
13713,44250264,1,0,3,2,2,2,1,1,0,0,0,0,1,1,6,18
13714,44250068,1,0,1,1,2,2,1,1,0,1,0,0,1,1,9,12
13715,44247692,1,0,2,2,3,1,1,1,0,1,1,1,1,1,14,24
13716,44247112,1,0,2,2,2,2,0,0,0,1,1,1,1,1,33,15
13717,44246808,1,0,1,2,2,1,0,0,0,1,1,1,1,1,25,7
13718,44246715,1,0,2,1,3,2,1,1,0,1,1,1,1,1,25,15
13719,44245284,1,0,2,2,2,1,1,1,0,1,1,1,0,1,31,7
13720,44240439,0,0,3,1,3,2,1,0,0,0,1,1,1,1,23,31
13721,44239560,0,0,2,1,2,2,1,0,0,1,0,0,0,1,18,37
13722,44235343,1,0,3,2,3,1,1,1,0,1,1,1,1,1,14,36
13723,44234512,1,0,2,1,3,2,0,0,0,1,1,1,1,1,20,7
13724,44231383,1,0,3,1,1,2,1,1,0,1,1,1,1,1,30,7
13725,44231371,1,0,3,2,1,2,1,1,0,1,1,1,1,1,30,9
13726,44230408,1,0,3,2,2,1,1,1,0,1,1,1,0,1,19,26
13727,44228029,1,0,2,2,2,1,1,1,0,1,1,1,1,1,32,25
13728,44224646,1,0,2,1,3,2,0,0,0,0,1,1,1,1,24,36
13729,44222362,1,0,3,2,3,1,1,1,0,1,1,1,1,1,28,10
13730,44221341,0,0,3,2,2,1,1,0,0,1,1,1,1,1,32,17
13731,44221100,1,0,3,1,1,2,1,1,0,1,1,1,0,1,30,2
13732,44220379,0,0,3,1,3,1,1,0,1,0,1,1,1,1,5,12
13733,44220206,0,0,3,1,3,1,1,0,0,0,1,1,1,1,13,18
13734,44211761,1,0,4,1,3,1,1,0,0,1,1,1,1,1,21,35
13735,44210437,0,0,3,1,1,2,1,0,0,1,1,1,1,1,31,29
13736,44205924,1,0,3,2,3,2,1,1,0,1,1,1,1,1,29,2
13737,44205028,0,0,3,1,1,1,1,1,0,1,0,1,1,1,25,17
13738,44203675,1,0,3,1,1,1,1,1,0,1,1,1,1,1,30,18
13739,44200847,1,0,3,2,4,2,1,1,0,1,1,1,1,1,33,20
13740,44199957,1,0,3,1,3,2,1,0,0,1,1,1,1,1,9,9
13741,44198881,1,0,3,1,2,2,1,0,0,1,1,1,0,1,19,18
13742,44195270,1,0,2,1,3,2,1,0,0,1,1,1,1,1,23,36
13743,44195169,1,0,1,1,2,2,1,0,0,1,1,1,1,1,20,40
13744,39989600,0,0,2,1,1,3,0,1,0,0,1,1,1,1,22,2
13745,44193195,1,0,2,1,3,1,1,1,0,1,1,1,1,1,9,34
13746,44193567,1,0,3,2,2,2,0,1,0,1,1,1,0,1,24,8
13747,44192201,1,0,4,1,2,1,1,1,0,1,1,0,0,1,28,7
13748,44189766,1,0,2,2,2,2,1,0,0,1,1,1,1,1,29,10
13749,44186308,1,0,3,1,2,1,1,1,0,1,1,1,1,1,11,8
13750,44185483,1,0,2,1,2,2,1,1,0,1,1,1,0,1,5,7
13751,44180756,0,0,3,1,2,1,1,0,0,1,1,1,1,1,14,7
13752,44180130,1,0,2,1,1,2,1,1,0,1,1,1,1,1,17,12
13753,44180075,0,0,3,1,3,3,1,1,0,0,0,0,0,1,8,2
13754,44179580,1,0,3,1,3,2,0,0,0,1,1,1,1,1,16,39
13755,44177070,1,0,3,1,1,2,1,0,0,1,0,1,1,1,10,19
13756,44175681,0,0,3,2,2,1,1,1,1,1,1,0,0,1,19,16
13757,44175671,1,0,3,2,2,1,1,0,0,0,1,1,1,1,31,13
13758,44174656,1,0,3,2,1,2,1,0,0,1,1,1,1,1,27,37
13759,44174649,1,0,3,1,1,2,1,0,0,1,1,1,1,1,9,37
13760,44169159,1,0,3,1,1,2,1,1,0,0,0,1,1,1,12,24
13761,44168546,1,0,3,2,3,2,1,1,0,1,1,1,1,1,13,11
13762,44165896,0,0,3,1,2,3,1,1,0,1,1,1,1,1,23,32
13763,44165898,0,0,3,2,2,2,1,1,0,1,1,1,1,1,19,33
13764,44163332,1,0,1,2,2,2,1,1,0,1,1,1,1,1,5,34
13765,44161827,1,0,3,1,2,2,1,1,0,1,0,0,1,1,13,25
13766,44161063,1,0,1,1,2,1,1,0,0,1,1,1,1,1,3,8
13767,44160733,1,0,3,1,3,1,1,1,0,1,1,1,1,1,3,29
13768,44159887,1,0,3,1,2,3,1,1,0,1,1,1,1,1,26,24
13769,44158360,1,0,3,1,1,2,0,0,0,1,1,1,1,1,12,8
13770,44155225,1,0,2,1,3,1,1,0,0,0,1,1,1,1,28,34
13771,44155072,1,0,3,1,2,1,1,0,0,1,1,1,1,1,13,37
13772,44151487,1,0,2,1,1,2,1,1,0,1,0,1,1,1,14,4
13773,44151175,1,0,3,1,2,1,0,0,0,0,1,1,1,1,1,28
13774,44149968,1,0,2,2,3,2,0,0,0,0,1,1,1,1,11,26
13775,44149332,1,0,3,1,2,2,1,1,0,1,1,1,0,1,21,3
13776,44148722,0,0,3,1,3,1,1,1,0,1,1,1,0,1,20,11
13777,44148698,0,0,2,2,2,2,1,1,0,1,1,1,1,1,16,21
13778,44148691,0,0,3,2,1,1,1,0,1,1,1,1,1,1,6,16
13779,44148363,1,0,2,2,2,2,1,0,0,1,1,1,1,1,8,31
13780,44148132,1,0,4,2,1,2,1,1,1,1,1,1,1,1,13,33
13781,44147840,1,0,3,2,2,1,1,0,0,1,1,1,1,1,29,28
13782,44147327,1,0,2,1,2,1,1,0,0,1,1,1,1,1,11,26
13783,44147161,0,0,3,2,2,2,1,1,0,1,1,1,1,1,22,29
13784,44141534,1,0,4,1,1,2,1,0,0,1,1,1,1,1,13,7
13785,44140617,1,0,2,1,3,1,1,1,0,1,1,1,1,1,9,19
13786,44139820,1,0,2,1,1,1,1,1,0,1,1,1,1,1,4,24
13787,44139372,1,0,2,2,3,2,1,0,0,0,1,1,1,1,4,33
13788,44138050,1,0,2,1,2,3,0,0,0,1,1,1,1,1,9,13
13789,44138052,1,0,3,2,2,2,0,0,0,1,1,1,1,1,23,29
13790,44135005,1,0,3,2,1,2,1,0,1,1,1,1,1,1,4,7
13791,44134052,1,0,2,2,2,1,1,1,0,1,1,1,0,1,10,4
13792,44134045,1,0,3,1,1,2,1,0,0,1,0,0,0,1,20,36
13793,44132526,0,0,3,1,3,1,0,0,0,0,1,1,1,1,7,36
13794,44130173,1,0,2,2,1,3,1,0,0,1,0,1,1,1,6,30
13795,44124384,1,0,3,2,1,1,1,1,0,1,1,1,1,1,10,32
13796,44123183,1,0,2,1,3,1,1,1,0,1,1,1,1,1,31,6
13797,44119464,0,0,4,1,4,1,1,1,0,1,1,1,0,1,10,24
13798,44119370,0,0,2,1,2,1,1,1,0,1,0,0,0,1,30,32
13799,44119288,1,0,2,2,2,1,1,1,0,1,1,1,1,1,31,27
13800,44119286,1,0,4,2,2,1,0,1,0,1,1,0,0,1,5,35
13801,44118324,1,0,3,2,3,2,1,0,0,1,1,1,0,1,29,33
13802,44117527,1,0,1,2,2,3,0,0,0,1,1,1,1,1,11,17
13803,44113732,0,0,3,2,3,1,1,1,0,1,1,1,1,1,18,9
13804,44112684,1,0,3,2,3,3,1,0,0,0,1,1,1,1,15,28
13805,44110621,0,0,4,2,1,1,0,1,0,0,1,1,1,1,5,17
13806,44110591,0,0,3,1,1,1,1,1,0,1,1,1,1,1,29,12
13807,44106791,1,0,3,1,1,3,1,1,0,1,0,1,1,1,18,28
13808,44105266,1,0,2,2,2,2,1,1,0,1,1,1,1,1,22,6
13809,44100338,1,0,2,2,2,1,0,0,0,0,1,1,1,1,12,27
13810,44099056,0,0,3,1,1,1,1,0,0,1,1,1,1,1,9,16
13811,44096745,1,0,2,2,3,1,1,1,0,1,0,0,0,1,33,13
13812,44093729,1,0,3,2,2,1,1,0,0,1,1,1,1,1,22,8
13813,44093655,1,0,3,1,2,1,1,1,0,1,1,1,0,1,20,37
13814,44092698,1,0,2,1,1,2,1,0,0,1,1,1,1,1,1,27
13815,44092287,1,0,3,2,3,3,1,0,0,1,1,1,1,1,20,4
13816,44092077,1,0,3,1,2,1,1,1,0,1,1,0,0,1,8,31
13817,44087984,1,0,2,1,1,1,1,1,0,1,1,1,1,1,25,21
13818,44087890,1,0,3,2,2,1,1,1,0,1,1,1,0,1,23,36
13819,44082514,1,0,4,1,3,1,1,1,0,1,1,1,1,1,6,3
13820,44082377,1,0,2,1,2,1,1,0,0,1,1,1,1,1,4,27
13821,44081540,1,0,3,2,3,2,0,0,0,1,1,1,1,1,3,13
13822,44080884,1,0,2,2,2,2,1,1,0,1,1,1,0,1,33,6
13823,44079190,0,0,3,2,1,2,1,1,0,1,1,0,1,1,23,35
13824,44075500,1,0,3,1,1,3,1,1,0,1,1,1,0,1,2,13
13825,44075182,1,0,3,1,1,2,0,0,0,1,1,1,1,1,1,34
13826,44074880,1,0,2,1,3,3,1,0,0,0,1,1,1,1,32,8
13827,44074284,0,0,2,2,3,2,1,1,0,1,1,1,1,1,2,1
13828,44070977,0,0,2,1,2,1,1,1,0,1,1,1,1,1,20,13
13829,44070829,0,0,3,2,2,1,1,1,0,1,1,1,1,1,20,34
13830,44070698,0,0,2,2,2,1,0,1,0,1,1,1,1,1,7,21
13831,44070693,0,0,4,1,2,1,0,1,0,1,1,1,1,1,7,38
13832,44070457,1,0,2,1,2,1,1,1,0,1,0,0,0,1,28,10
13833,44068743,1,0,3,2,4,2,0,0,0,1,1,1,0,1,28,33
13834,44065966,1,0,3,2,3,1,1,1,0,1,1,0,1,1,32,27
13835,44065692,1,0,2,1,2,1,1,1,0,1,1,1,1,1,15,7
13836,44062955,1,0,3,1,2,3,1,1,0,1,1,1,1,1,8,9
13837,44062280,1,0,3,1,1,3,1,0,0,0,0,0,0,1,14,27
13838,44059536,1,0,1,1,3,1,1,0,0,1,1,1,1,1,22,27
13839,44059106,1,0,3,1,2,1,1,1,0,1,0,1,0,1,7,8
13840,44058526,1,0,2,2,2,2,1,1,0,1,1,1,1,1,4,2
13841,44053524,1,0,2,2,2,1,1,1,0,1,1,1,1,1,19,39
13842,44052379,1,0,3,1,1,3,0,0,0,0,1,1,1,1,20,14
13843,44049256,1,0,3,2,2,1,1,1,0,1,0,1,1,1,27,32
13844,44048964,1,0,2,2,1,2,1,1,0,1,1,1,1,1,6,35
13845,44046433,1,0,1,1,1,1,1,0,0,1,1,1,1,1,20,17
13846,44045665,1,0,1,1,1,1,1,0,1,1,1,1,1,1,17,27
13847,44044872,0,0,2,1,1,3,1,0,1,1,0,1,1,1,22,29
13848,44033463,0,0,3,2,2,1,1,0,0,1,1,1,1,1,30,24
13849,44032322,1,0,2,2,3,3,1,1,1,1,1,1,1,1,2,22
13850,44032137,1,0,4,1,2,1,1,1,0,1,1,1,1,1,12,40
13851,44030382,1,0,3,2,2,1,1,1,0,1,1,1,1,1,27,1
13852,44026095,1,0,2,2,2,1,1,1,1,1,1,1,0,1,25,8
13853,44025080,0,0,2,1,1,1,1,0,0,0,1,1,1,1,9,9
13854,44024987,1,0,2,1,2,1,1,1,0,1,1,1,1,1,2,39
13855,44022895,1,0,3,1,2,3,1,1,0,1,1,1,0,1,31,4
13856,44018244,1,0,2,2,2,2,1,1,0,1,0,1,1,1,7,26
13857,44016371,1,0,3,1,1,1,1,1,0,1,1,1,1,1,16,40
13858,44015735,1,0,3,2,1,2,1,1,0,1,0,1,1,1,4,6
13859,44013122,1,0,2,1,2,1,1,1,0,1,0,1,0,1,14,18
13860,44011267,0,0,2,1,1,3,1,1,0,1,0,0,0,1,25,33
13861,44010379,1,0,3,2,1,3,1,0,0,0,1,1,1,1,18,11
13862,44008677,1,0,3,1,3,1,1,1,0,1,1,1,0,1,15,4
13863,44007754,0,0,3,1,3,1,1,0,0,1,1,1,0,1,27,3
13864,44006503,1,0,3,2,4,1,1,0,0,1,1,1,1,1,13,19
13865,44006113,0,0,3,2,2,3,1,1,0,1,1,1,1,1,2,9
13866,44005883,0,0,4,1,1,1,1,1,0,1,1,1,1,1,6,2
13867,44005438,0,0,3,2,3,1,1,0,0,0,1,1,1,1,17,15
13868,44005250,0,0,4,1,1,1,0,1,0,1,1,1,1,1,32,6
13869,43999355,1,0,1,1,2,1,1,1,0,1,1,1,1,1,13,13
13870,43998392,1,0,3,1,2,2,1,1,0,1,1,1,1,1,6,15
